prospect_no,loan_disb_date,asset_cost,disb_date,down_payment,roi,age,is_exist_cust,dist_from_off,is_expat,children,earning_members,yrs_in_curr_resi,source_type,marital_status,gender,applicant_type,locality,accommodation_type,current_residence,veh_own,foir,tenure,vin_in_business,itv,itvg,target
685461,2022-09-23,683667,2022-03-23,19849,14.63,60,0,32.24,1,4,1,11,Others,Widowed,Female,Co-Applicant,Semi-Urban,Company Provided,House,1,39.94,122,2,4.71,3.6,0
515673,2024-07-20,862166,2022-12-23,53633,5.31,25,1,3.45,0,3,2,1,Salary,Single,Other,Co-Applicant,Urban,Rented,Others,1,59.36,140,1,8.27,1.68,0
933812,2024-07-26,963066,2021-04-05,54004,5.8,19,0,1.73,0,1,2,6,Others,Single,Male,Primary,Semi-Urban,Owned,Shared,0,50.64,30,1,5.14,2.22,0
339050,2024-11-09,838137,2021-12-07,185265,8.78,38,1,34.0,1,1,2,16,Salary,Divorced,Female,Co-Applicant,Semi-Urban,Owned,Apartment,0,20.99,177,7,2.88,2.9,1
133087,2023-09-27,394049,2021-06-14,137199,14.59,37,1,13.82,0,5,2,27,Salary,Divorced,Other,Co-Applicant,Semi-Urban,Owned,Apartment,1,34.91,15,17,9.44,0.52,0
567452,2021-09-01,817268,2024-11-03,93586,12.24,23,1,31.4,1,4,1,24,Others,Widowed,Female,Primary,Rural,Parents,Others,0,48.97,119,17,9.56,1.82,0
934482,2021-09-08,128800,2024-08-05,50815,10.38,46,1,19.76,1,3,1,30,Others,Married,Female,Co-Applicant,Semi-Urban,Owned,Others,1,33.42,163,22,7.5,1.32,0
530481,2020-07-30,789935,2024-03-11,154520,12.25,28,1,27.06,1,3,2,1,Salary,Widowed,Male,Co-Applicant,Semi-Urban,Rented,Others,0,27.87,113,14,2.7,4.44,0
612108,2020-07-02,307876,2023-07-28,95291,10.7,18,0,37.91,0,1,2,1,Business,Single,Male,Primary,Rural,Company Provided,Apartment,1,22.35,166,18,3.52,1.7,0
866725,2024-06-27,781215,2021-02-14,103213,9.16,48,0,41.76,1,0,2,2,Others,Single,Other,Primary,Urban,Rented,Shared,0,32.43,138,11,5.03,0.32,1
417573,2021-09-07,251799,2021-04-17,105587,5.63,65,0,40.26,0,4,3,5,Business,Widowed,Other,Co-Applicant,Urban,Parents,Shared,0,49.6,150,5,9.61,2.18,0
390110,2022-06-06,804311,2024-06-06,131817,11.0,18,0,9.38,1,2,3,28,Business,Married,Other,Primary,Semi-Urban,Parents,Others,1,53.73,74,9,9.92,0.96,0
196934,2020-09-06,770113,2023-10-20,140277,9.87,49,0,28.53,0,2,1,12,Business,Married,Other,Primary,Rural,Rented,Others,1,51.81,66,9,5.82,4.5,0
464798,2023-05-09,700131,2023-11-23,15806,6.7,48,1,12.01,1,2,1,22,Others,Married,Male,Primary,Semi-Urban,Rented,Shared,1,24.78,108,2,7.67,2.45,1
848108,2025-01-09,384403,2020-08-18,168699,14.31,68,1,10.36,0,4,1,19,Business,Single,Other,Co-Applicant,Rural,Parents,Others,1,57.29,76,12,6.35,4.79,0
367828,2021-09-26,673925,2024-08-01,97891,11.45,27,0,43.7,0,0,2,3,Salary,Married,Other,Primary,Semi-Urban,Company Provided,Shared,1,51.27,75,1,9.47,3.42,0
569429,2023-06-13,810165,2022-11-22,193192,8.23,23,1,46.6,0,5,3,13,Others,Divorced,Male,Primary,Semi-Urban,Owned,Apartment,0,39.34,77,16,3.14,2.67,0
926712,2020-02-05,956315,2023-05-20,25353,14.77,70,0,6.0,0,1,3,15,Salary,Divorced,Other,Primary,Urban,Company Provided,House,0,23.09,102,8,3.37,0.51,0
848510,2023-12-14,315593,2020-11-02,72688,10.65,29,1,39.6,0,0,3,20,Others,Divorced,Male,Co-Applicant,Rural,Owned,Shared,0,42.46,93,21,7.8,0.98,0
639541,2021-12-05,88864,2024-09-16,142724,14.83,60,0,15.54,0,1,4,11,Salary,Married,Male,Primary,Semi-Urban,Rented,House,1,26.85,78,23,8.04,0.14,0
759144,2024-05-03,929463,2020-08-31,103654,13.54,31,1,25.76,1,3,3,3,Salary,Widowed,Other,Co-Applicant,Semi-Urban,Company Provided,Apartment,1,43.02,131,22,8.0,2.73,0
244506,2022-09-08,873105,2024-10-22,35838,11.25,22,0,21.5,1,0,2,22,Business,Married,Other,Primary,Semi-Urban,Rented,Apartment,0,51.36,116,25,8.09,1.31,0
928000,2024-11-29,582194,2024-01-29,150440,13.42,50,1,19.62,0,5,2,19,Others,Widowed,Female,Primary,Semi-Urban,Owned,Apartment,0,33.77,207,23,4.12,4.74,0
505436,2023-11-08,532772,2021-12-22,164400,8.91,56,1,35.06,0,4,3,19,Business,Widowed,Other,Primary,Semi-Urban,Rented,Others,1,46.69,60,6,6.25,1.62,0
577495,2021-07-13,65564,2020-02-23,106655,10.71,41,1,28.88,0,2,1,1,Others,Married,Other,Primary,Semi-Urban,Rented,Shared,0,20.94,187,3,9.18,0.61,0
939965,2021-11-15,572632,2024-09-19,55434,7.56,48,0,34.85,0,5,4,7,Others,Single,Other,Co-Applicant,Urban,Rented,Others,0,25.47,86,20,5.37,1.71,1
262447,2023-10-14,336409,2023-10-18,60520,8.65,40,1,47.14,0,1,3,22,Others,Married,Other,Co-Applicant,Semi-Urban,Owned,Shared,1,40.21,16,25,1.28,2.04,0
871634,2020-09-23,940980,2023-08-12,197717,9.52,40,0,6.21,0,5,1,17,Business,Married,Female,Co-Applicant,Urban,Rented,Shared,0,20.78,70,10,2.72,2.57,1
680270,2022-06-10,782204,2020-04-26,199300,11.89,30,1,44.67,0,4,1,19,Salary,Married,Other,Primary,Rural,Rented,House,1,26.36,133,19,3.17,1.49,0
497569,2023-09-11,943192,2024-02-29,180805,14.26,32,0,35.54,1,5,3,17,Others,Divorced,Other,Co-Applicant,Urban,Company Provided,Apartment,0,58.01,187,9,1.15,1.06,0
116889,2022-03-05,662820,2023-08-14,61382,8.91,54,0,10.71,0,2,2,4,Others,Divorced,Other,Primary,Semi-Urban,Parents,Shared,0,38.46,22,7,2.93,1.38,1
734475,2024-02-12,310661,2024-02-24,60701,12.36,38,1,37.65,1,4,4,24,Others,Widowed,Male,Co-Applicant,Rural,Parents,Apartment,1,28.21,150,24,7.51,1.34,0
528277,2022-05-03,419796,2023-09-18,37038,14.11,48,0,10.12,1,0,3,28,Salary,Married,Other,Co-Applicant,Urban,Company Provided,House,1,29.57,60,1,2.32,4.15,0
826757,2024-09-01,993440,2021-03-27,39139,13.12,57,0,14.09,1,3,1,30,Business,Single,Other,Co-Applicant,Semi-Urban,Rented,Others,0,22.84,118,2,1.66,4.83,0
435633,2024-01-27,904878,2023-12-01,115900,12.34,70,1,4.18,0,5,1,2,Others,Single,Female,Co-Applicant,Urban,Company Provided,House,0,38.32,75,25,1.62,3.6,0
601402,2023-03-04,165990,2021-04-20,180165,11.75,57,1,22.92,1,2,3,5,Business,Widowed,Other,Co-Applicant,Urban,Owned,House,1,39.15,157,19,8.63,3.72,0
563367,2023-07-15,570111,2020-12-02,40476,6.67,61,0,21.55,0,4,1,22,Salary,Divorced,Male,Primary,Rural,Rented,Apartment,1,22.19,47,6,6.46,4.46,0
924030,2024-04-15,257452,2023-07-24,64837,5.89,41,1,27.61,0,1,4,22,Others,Divorced,Female,Primary,Rural,Owned,Apartment,1,59.65,203,15,7.66,3.27,0
339642,2020-09-16,651268,2023-02-01,29907,11.55,70,1,13.1,0,5,3,2,Salary,Married,Male,Primary,Rural,Rented,House,0,35.89,130,2,7.0,3.94,0
967046,2023-05-19,963510,2022-03-16,131099,7.31,38,0,16.29,0,4,1,20,Others,Widowed,Other,Primary,Semi-Urban,Parents,Shared,1,38.2,202,3,7.81,0.11,1
982954,2020-07-16,861251,2020-12-26,157625,14.32,66,1,2.98,1,5,2,30,Others,Married,Male,Primary,Semi-Urban,Company Provided,Shared,0,31.84,230,13,1.32,0.7,0
815188,2021-09-02,363080,2024-12-08,187786,5.05,32,0,1.24,0,2,1,26,Salary,Single,Male,Co-Applicant,Semi-Urban,Rented,Shared,0,33.81,190,25,9.26,1.96,1
293353,2024-12-22,567838,2020-08-18,176033,10.91,44,1,34.58,0,0,3,4,Salary,Widowed,Other,Co-Applicant,Semi-Urban,Parents,Others,0,46.22,177,6,1.35,2.61,0
233242,2020-04-30,756755,2022-02-14,155220,10.48,62,1,16.03,0,0,1,5,Others,Widowed,Male,Primary,Semi-Urban,Owned,Apartment,0,57.11,132,7,8.57,1.14,0
980018,2024-04-22,271596,2025-01-08,184516,13.07,40,1,40.56,0,1,2,18,Salary,Divorced,Male,Primary,Rural,Rented,Others,1,42.37,185,18,7.2,2.69,0
577109,2023-04-22,899920,2020-12-23,79395,14.56,41,0,18.61,0,2,4,20,Business,Single,Male,Co-Applicant,Urban,Company Provided,Others,0,32.18,49,23,5.69,4.24,0
240168,2022-12-14,547746,2023-10-01,20813,12.93,37,1,46.29,0,1,3,13,Business,Married,Other,Co-Applicant,Rural,Parents,Shared,1,25.86,237,23,4.58,1.67,0
808477,2021-03-26,823715,2023-06-06,60364,9.25,49,1,12.94,0,3,3,3,Business,Divorced,Other,Co-Applicant,Urban,Company Provided,Shared,0,38.87,123,18,2.95,1.45,1
274585,2024-07-02,393753,2023-05-11,100379,8.34,18,1,8.82,1,0,2,25,Business,Divorced,Female,Primary,Rural,Parents,House,0,40.63,84,20,9.61,4.3,0
956619,2024-03-19,319908,2024-07-01,37032,6.65,63,0,45.22,0,5,2,25,Salary,Single,Female,Primary,Rural,Parents,House,1,42.58,154,13,9.3,4.85,0
774312,2024-10-31,398845,2024-05-13,83161,12.6,55,0,34.36,1,2,2,11,Salary,Widowed,Female,Co-Applicant,Urban,Company Provided,House,1,57.47,164,4,3.7,2.31,0
207188,2023-05-05,458803,2020-09-21,171913,13.37,68,1,37.8,0,4,2,17,Salary,Married,Other,Primary,Urban,Owned,Shared,1,23.55,161,2,8.09,1.09,0
286552,2020-04-06,506885,2023-12-30,154602,13.97,53,0,27.27,0,1,3,3,Salary,Married,Other,Co-Applicant,Semi-Urban,Company Provided,Apartment,1,24.03,135,18,8.91,4.62,0
469288,2023-05-01,952047,2024-09-13,83301,12.15,59,1,19.14,0,4,3,30,Salary,Single,Female,Primary,Rural,Rented,Shared,0,26.08,74,15,2.7,2.96,0
817662,2021-03-23,60436,2024-10-18,168693,14.47,27,1,8.45,0,2,2,18,Others,Married,Other,Co-Applicant,Urban,Rented,House,0,46.31,43,18,1.91,2.83,0
894915,2021-12-09,244194,2020-04-17,43095,5.39,56,0,26.59,1,3,4,19,Business,Married,Other,Co-Applicant,Semi-Urban,Parents,Shared,0,43.85,80,25,8.4,4.04,0
924935,2024-05-05,606797,2024-12-17,197101,10.87,70,0,16.94,1,2,4,23,Others,Divorced,Other,Co-Applicant,Semi-Urban,Rented,Shared,1,43.19,149,3,9.54,4.33,0
190465,2021-04-19,810379,2020-09-03,74937,11.32,28,1,25.16,0,2,1,1,Others,Widowed,Female,Primary,Semi-Urban,Company Provided,Apartment,0,21.9,216,16,0.67,4.25,0
694969,2023-11-20,919711,2022-02-16,178557,5.17,56,1,47.37,0,5,2,17,Salary,Single,Other,Co-Applicant,Semi-Urban,Parents,House,1,45.37,139,16,2.48,0.44,0
912284,2021-03-26,766870,2023-10-29,64752,10.58,35,1,23.22,1,4,2,29,Salary,Divorced,Other,Co-Applicant,Urban,Parents,Others,0,51.55,120,5,1.68,3.25,0
403829,2021-08-15,654879,2022-06-16,26482,6.59,34,0,47.01,0,0,3,21,Business,Divorced,Male,Primary,Rural,Rented,Shared,0,20.56,66,16,7.12,2.67,1
613872,2024-11-15,679468,2023-08-24,160104,6.42,39,1,44.63,1,1,1,11,Business,Divorced,Female,Co-Applicant,Urban,Parents,Apartment,0,36.35,91,5,6.45,0.2,1
848445,2021-06-13,363187,2024-03-15,87574,8.33,54,0,36.2,1,3,3,3,Business,Widowed,Female,Co-Applicant,Rural,Owned,Apartment,1,42.17,43,12,6.08,4.0,0
119844,2022-10-29,743300,2022-09-26,89630,13.11,67,1,48.1,1,3,3,8,Others,Single,Male,Primary,Urban,Company Provided,Others,1,52.16,170,7,1.49,4.44,0
115132,2023-12-13,738046,2022-03-17,74540,6.36,59,1,6.24,0,4,1,5,Salary,Single,Female,Primary,Rural,Owned,Shared,1,34.84,218,18,2.35,2.82,1
604978,2020-11-23,426426,2021-04-01,85874,8.22,41,1,20.82,1,4,3,24,Business,Widowed,Female,Co-Applicant,Rural,Company Provided,Others,1,51.75,103,13,4.77,0.17,0
105686,2021-07-25,511618,2022-05-25,76691,13.83,57,1,16.7,0,0,1,29,Others,Single,Other,Primary,Semi-Urban,Rented,Others,0,59.58,177,2,5.86,4.93,0
875786,2023-02-07,76432,2021-07-09,153371,7.03,53,1,9.08,0,0,3,12,Business,Widowed,Male,Co-Applicant,Rural,Rented,Others,1,21.47,228,12,9.53,1.73,1
242191,2021-10-03,376466,2024-06-09,138965,7.74,23,0,26.83,0,2,3,19,Salary,Single,Male,Co-Applicant,Rural,Owned,Shared,0,21.5,90,18,7.77,3.49,0
897900,2020-12-09,274942,2024-12-20,10966,7.35,27,1,46.87,0,1,1,5,Business,Single,Male,Co-Applicant,Semi-Urban,Parents,House,1,58.9,208,19,5.42,2.38,0
404241,2022-01-21,167211,2023-06-21,180504,9.26,59,0,15.41,0,5,1,8,Others,Single,Male,Co-Applicant,Semi-Urban,Parents,Others,0,45.34,62,9,9.51,0.97,0
645978,2020-06-19,135358,2021-07-02,115764,13.86,48,0,9.4,1,3,2,26,Salary,Widowed,Female,Primary,Urban,Parents,House,0,43.49,36,16,5.64,1.09,0
155715,2021-11-30,117701,2021-02-02,125888,12.41,18,0,2.62,0,4,2,11,Others,Single,Female,Primary,Semi-Urban,Rented,Others,0,52.53,28,2,1.24,2.57,0
445249,2020-09-13,556994,2020-12-04,137778,6.31,54,1,0.87,1,5,3,20,Business,Single,Male,Co-Applicant,Semi-Urban,Company Provided,Apartment,0,58.25,134,21,4.14,2.2,0
842338,2024-01-03,147372,2020-12-17,153598,6.62,59,0,24.38,1,4,4,15,Business,Widowed,Female,Primary,Urban,Owned,Apartment,1,22.26,54,22,8.1,2.97,1
659999,2021-01-22,711406,2022-07-15,153290,11.92,58,0,36.53,1,1,2,11,Business,Married,Female,Primary,Urban,Rented,Apartment,1,31.86,177,11,3.95,4.58,0
803119,2023-01-06,671137,2022-03-07,43103,8.39,58,0,31.28,1,2,2,12,Business,Married,Male,Co-Applicant,Urban,Company Provided,House,1,43.32,205,21,2.5,4.45,0
318357,2025-01-03,547070,2022-02-02,54775,5.66,56,0,19.79,1,5,3,10,Business,Divorced,Male,Co-Applicant,Rural,Parents,Apartment,0,30.33,124,18,7.83,3.85,1
375022,2020-08-06,263644,2021-03-17,120690,9.49,43,0,22.14,1,3,4,16,Others,Single,Male,Primary,Rural,Company Provided,Shared,1,38.85,189,4,6.24,1.74,1
157165,2022-09-10,377222,2020-03-26,181089,9.73,48,1,33.06,0,2,2,28,Others,Single,Male,Primary,Rural,Rented,Others,1,54.88,50,2,2.87,1.88,0
458557,2020-10-11,666286,2020-11-13,167654,10.73,55,1,17.31,1,2,4,30,Business,Divorced,Male,Co-Applicant,Semi-Urban,Parents,Others,0,43.05,112,16,6.42,3.97,0
544319,2024-08-22,212526,2022-12-09,104122,11.35,19,0,39.79,0,2,3,27,Business,Widowed,Other,Primary,Rural,Parents,House,1,27.2,222,16,6.07,3.05,0
756241,2024-01-03,645869,2023-10-03,152296,14.52,49,1,31.88,0,3,3,24,Salary,Single,Female,Co-Applicant,Rural,Parents,Shared,0,46.43,121,23,2.05,0.17,0
192408,2023-08-19,946124,2022-09-29,152183,9.54,26,1,18.95,1,5,2,9,Others,Widowed,Female,Co-Applicant,Rural,Parents,Others,1,26.04,60,13,4.45,0.91,1
789028,2023-09-17,795391,2021-01-31,182315,12.75,19,0,33.07,0,4,4,13,Salary,Divorced,Other,Co-Applicant,Rural,Rented,Apartment,1,20.46,13,24,3.89,1.01,0
739202,2023-01-02,477361,2020-01-16,134394,9.6,59,0,20.63,0,5,1,16,Business,Divorced,Male,Primary,Semi-Urban,Company Provided,Apartment,1,51.85,13,25,5.1,3.29,0
568113,2020-08-02,343973,2020-07-05,109366,9.79,32,0,39.13,0,1,3,29,Others,Married,Other,Primary,Urban,Company Provided,House,1,48.37,134,14,5.48,2.99,0
808884,2020-03-03,559557,2023-06-13,10055,6.77,30,1,34.18,1,3,3,15,Others,Married,Other,Primary,Semi-Urban,Parents,Others,0,22.02,92,5,3.48,3.45,1
228131,2021-06-25,957314,2024-06-13,143714,9.61,26,0,30.28,1,5,1,23,Salary,Single,Other,Co-Applicant,Semi-Urban,Owned,Apartment,0,57.15,192,6,5.56,3.31,0
727859,2023-04-22,558493,2022-10-14,55350,11.29,55,0,19.77,1,1,2,29,Salary,Widowed,Other,Primary,Urban,Rented,Others,0,31.02,188,8,9.91,1.72,0
766367,2020-01-28,690966,2021-03-24,95070,8.2,33,0,16.2,0,2,4,16,Business,Single,Female,Co-Applicant,Semi-Urban,Company Provided,Others,0,27.01,32,7,1.94,0.63,1
751660,2023-05-23,170412,2021-01-16,49168,10.36,44,0,26.33,1,4,2,14,Business,Married,Other,Co-Applicant,Rural,Parents,House,1,44.41,39,20,9.28,0.68,0
507025,2020-02-25,753347,2021-12-23,155629,14.4,44,0,47.22,1,4,2,12,Others,Married,Male,Co-Applicant,Rural,Owned,Others,1,37.25,134,9,6.46,3.22,0
670698,2024-04-11,516340,2020-02-26,64993,14.87,33,1,3.95,0,4,1,28,Salary,Single,Female,Co-Applicant,Urban,Company Provided,Apartment,1,28.85,111,6,9.2,0.99,0
526571,2022-11-16,740663,2023-08-29,159614,11.51,54,0,48.86,0,5,4,22,Salary,Divorced,Male,Co-Applicant,Rural,Rented,Apartment,0,27.73,157,6,8.4,0.65,0
981888,2024-01-17,74574,2021-04-23,148110,13.55,18,1,44.7,0,4,1,2,Others,Widowed,Other,Primary,Urban,Company Provided,Apartment,0,33.66,141,9,9.8,4.57,0
541117,2024-02-21,515907,2024-06-25,172903,12.04,49,0,35.06,1,2,3,29,Business,Married,Other,Co-Applicant,Rural,Parents,Others,1,34.49,91,19,2.98,1.17,0
888139,2020-09-23,797370,2024-11-20,141128,6.78,65,1,32.15,0,1,2,21,Salary,Widowed,Female,Co-Applicant,Urban,Company Provided,Apartment,1,24.93,61,17,7.25,3.17,0
439602,2023-08-06,616673,2021-12-31,34177,14.53,23,1,19.2,1,2,3,30,Salary,Widowed,Other,Primary,Urban,Parents,House,1,34.48,194,14,6.85,2.43,0
718268,2021-06-07,442186,2022-06-18,144545,14.76,58,1,28.27,0,3,3,16,Others,Single,Other,Co-Applicant,Semi-Urban,Company Provided,Shared,0,42.28,51,15,3.75,1.25,0
999413,2023-06-04,343759,2024-03-03,138359,11.9,31,1,16.2,1,1,2,17,Business,Single,Female,Co-Applicant,Rural,Rented,Shared,0,44.84,158,21,8.06,2.65,0
183163,2024-02-29,930367,2022-02-24,37370,6.87,27,1,3.27,0,4,3,4,Others,Single,Male,Co-Applicant,Urban,Rented,Others,1,50.22,125,2,9.58,1.45,0
102580,2024-01-05,832760,2023-08-23,97833,10.65,40,1,35.66,0,5,2,17,Salary,Divorced,Male,Primary,Rural,Owned,House,0,35.31,157,24,7.55,3.14,0
259751,2024-03-13,371394,2024-10-29,123340,7.76,57,1,40.5,0,5,4,4,Others,Married,Male,Co-Applicant,Semi-Urban,Company Provided,Others,0,56.73,111,14,2.95,2.85,0
287752,2021-12-05,85995,2023-05-25,103352,8.37,31,0,2.14,0,1,1,7,Salary,Divorced,Other,Co-Applicant,Semi-Urban,Company Provided,Others,0,27.42,236,2,2.94,0.56,1
508219,2022-10-08,498740,2023-09-04,150721,11.36,64,1,7.76,0,3,3,27,Salary,Single,Female,Primary,Semi-Urban,Rented,House,0,27.28,165,3,4.47,2.87,0
593058,2020-06-03,465247,2020-04-13,156627,8.78,33,1,47.56,0,4,3,8,Business,Divorced,Other,Primary,Rural,Parents,Shared,1,36.8,31,8,2.23,2.15,1
210255,2023-02-23,844045,2021-12-28,75890,11.91,59,1,31.4,0,0,1,14,Business,Divorced,Female,Co-Applicant,Urban,Company Provided,Apartment,1,22.34,126,19,5.39,2.26,0
260201,2021-12-03,263859,2020-10-27,52020,13.57,39,1,9.25,0,1,3,21,Others,Widowed,Other,Co-Applicant,Rural,Rented,Others,1,24.11,149,24,8.69,4.13,0
452757,2023-03-20,431581,2024-07-12,17765,7.45,45,0,19.31,0,0,2,20,Business,Single,Female,Primary,Rural,Rented,Others,1,42.3,225,20,8.25,1.27,0
325163,2023-04-19,89290,2024-03-09,39123,14.68,46,1,24.35,0,5,2,13,Business,Single,Male,Co-Applicant,Rural,Parents,Apartment,0,23.11,236,15,5.1,3.5,0
932725,2022-09-02,725825,2025-01-02,137390,5.69,69,0,15.71,0,3,2,11,Others,Divorced,Female,Primary,Rural,Company Provided,House,0,43.11,149,19,0.62,3.79,0
103231,2020-04-15,335946,2021-10-21,75799,12.77,32,1,29.44,0,3,2,5,Business,Married,Female,Co-Applicant,Semi-Urban,Rented,House,0,55.11,163,25,3.32,0.55,0
162016,2020-06-13,835218,2022-09-23,6161,9.18,55,0,16.71,1,0,2,4,Salary,Single,Female,Co-Applicant,Rural,Parents,Shared,1,46.27,47,24,2.47,4.14,0
683864,2020-10-06,993979,2020-01-31,123766,6.69,57,1,10.88,1,2,3,8,Business,Divorced,Female,Primary,Urban,Company Provided,Others,0,57.05,120,12,9.65,1.68,0
523462,2022-02-05,323471,2023-01-17,193336,10.62,57,0,49.1,1,2,3,24,Others,Single,Female,Primary,Urban,Company Provided,Shared,0,49.78,236,14,3.62,2.05,0
288000,2024-09-16,841730,2021-07-28,125010,11.39,70,1,1.06,0,1,1,17,Salary,Widowed,Female,Primary,Semi-Urban,Company Provided,Shared,1,52.98,55,8,4.38,3.51,0
605638,2021-05-11,779553,2021-07-24,52053,13.86,50,0,6.29,0,4,2,4,Others,Divorced,Male,Co-Applicant,Urban,Rented,Apartment,0,47.85,154,5,5.87,3.58,0
390021,2023-04-25,719762,2021-04-15,99225,10.1,34,0,17.23,1,3,3,3,Others,Divorced,Male,Primary,Urban,Owned,Shared,1,59.66,77,23,9.18,2.09,0
374374,2021-10-21,839284,2021-05-01,101119,11.41,50,0,24.69,0,5,4,12,Others,Married,Other,Primary,Semi-Urban,Owned,House,1,23.92,21,2,6.52,4.43,0
940932,2021-01-03,559920,2024-03-23,54230,13.31,18,1,37.86,0,0,1,3,Business,Divorced,Male,Primary,Rural,Parents,House,1,53.41,30,22,2.64,1.77,0
294863,2022-07-04,313303,2023-09-19,144680,11.6,44,0,36.98,0,2,4,27,Business,Divorced,Female,Primary,Urban,Owned,Apartment,0,48.79,232,17,4.95,0.77,0
200175,2021-07-14,437389,2021-06-23,194096,5.58,48,0,2.86,1,2,3,8,Business,Widowed,Other,Primary,Urban,Company Provided,House,0,26.86,167,24,9.17,4.93,1
762991,2023-10-29,983922,2021-04-11,113212,6.88,27,0,2.43,1,1,4,2,Salary,Married,Female,Co-Applicant,Rural,Company Provided,House,0,21.2,148,17,5.33,4.02,1
849970,2020-04-15,97306,2022-03-24,148407,14.07,58,0,35.73,0,5,1,11,Salary,Divorced,Other,Primary,Urban,Company Provided,Others,0,40.64,103,16,5.95,4.56,0
515100,2024-04-15,233175,2023-03-07,37209,13.81,40,0,14.68,1,0,3,23,Salary,Divorced,Female,Primary,Rural,Owned,House,0,36.37,126,1,8.17,4.27,0
336722,2024-09-26,444000,2024-07-14,19868,12.78,18,1,29.1,0,4,4,5,Others,Widowed,Male,Co-Applicant,Rural,Parents,Apartment,1,34.21,230,17,7.46,1.7,0
840192,2020-07-04,659055,2024-05-01,56948,11.73,67,1,24.84,1,0,1,8,Business,Married,Male,Co-Applicant,Semi-Urban,Owned,House,0,30.96,26,23,2.84,0.65,0
533127,2021-01-12,983842,2020-02-25,85245,9.02,32,1,24.1,1,2,1,13,Salary,Single,Other,Primary,Semi-Urban,Company Provided,House,0,54.82,71,24,6.87,1.06,0
480578,2020-10-31,947481,2020-11-03,31434,14.26,30,1,5.7,1,4,2,28,Business,Widowed,Female,Primary,Urban,Owned,Shared,0,31.89,195,11,2.94,3.47,0
552169,2024-03-20,802484,2020-08-28,145743,9.95,31,0,12.5,1,0,1,13,Others,Divorced,Other,Co-Applicant,Rural,Owned,Shared,1,35.6,209,9,1.59,3.98,1
134957,2020-12-13,71344,2022-10-28,36226,11.26,49,0,46.87,0,1,4,4,Salary,Divorced,Male,Primary,Rural,Company Provided,House,1,26.17,193,6,8.48,4.95,0
712847,2021-08-27,321251,2022-09-28,17222,10.08,67,1,30.13,0,2,1,7,Others,Divorced,Female,Co-Applicant,Rural,Rented,Shared,0,47.44,22,17,8.6,4.94,0
590568,2020-11-28,656102,2024-12-01,184955,9.35,25,0,36.22,0,1,4,13,Others,Married,Female,Co-Applicant,Rural,Rented,House,1,34.83,214,12,6.3,4.84,1
860751,2021-04-06,111163,2022-08-12,170320,10.03,69,0,38.14,1,4,1,9,Business,Married,Male,Co-Applicant,Urban,Rented,House,0,34.3,238,22,9.81,0.39,0
973209,2022-01-30,898398,2020-10-19,180838,10.73,34,0,13.66,1,5,2,20,Others,Married,Female,Primary,Semi-Urban,Rented,House,0,47.23,14,15,2.64,2.01,0
463298,2021-08-18,845707,2022-03-26,117051,6.09,60,0,18.19,1,4,2,8,Others,Single,Female,Co-Applicant,Urban,Company Provided,House,1,20.19,79,14,9.27,4.86,1
595260,2024-06-19,945018,2024-05-10,10369,8.65,33,1,35.04,0,4,2,7,Business,Single,Female,Co-Applicant,Rural,Parents,House,1,26.48,200,5,9.43,3.98,1
937395,2020-12-28,759773,2021-12-15,17304,5.04,22,0,35.63,1,1,1,5,Others,Widowed,Male,Primary,Rural,Owned,House,1,41.05,48,24,8.64,2.49,0
237895,2024-10-18,973348,2021-04-14,136566,11.35,44,0,11.02,0,4,3,17,Others,Widowed,Other,Primary,Rural,Owned,House,1,46.84,43,13,5.57,4.13,0
422391,2024-07-30,548112,2020-06-09,194127,9.57,21,1,47.01,1,1,4,18,Salary,Widowed,Male,Co-Applicant,Semi-Urban,Parents,House,1,33.72,84,13,4.14,0.44,0
769840,2024-05-15,630746,2021-03-24,48694,6.62,28,1,45.62,0,3,4,13,Business,Widowed,Male,Primary,Urban,Parents,Apartment,0,37.15,83,10,9.86,3.31,1
934143,2020-04-24,714385,2022-06-18,189614,9.93,62,1,16.44,1,0,1,12,Others,Widowed,Other,Primary,Urban,Rented,Shared,0,49.74,112,12,1.43,2.09,0
575740,2023-01-15,258981,2022-06-29,179821,5.99,57,1,35.06,0,1,2,3,Salary,Divorced,Female,Co-Applicant,Semi-Urban,Owned,Others,1,53.27,29,14,6.42,1.3,0
713886,2023-01-25,793659,2023-07-05,131417,9.81,44,1,23.92,0,2,4,16,Salary,Widowed,Female,Primary,Urban,Owned,Others,0,44.59,228,17,6.76,0.3,0
369421,2022-02-18,853223,2020-03-11,9619,10.25,69,1,28.01,1,4,2,29,Business,Divorced,Male,Co-Applicant,Semi-Urban,Company Provided,Apartment,0,57.39,237,9,2.16,4.18,0
595914,2021-08-21,873277,2022-10-01,52806,10.38,27,0,41.05,0,3,3,16,Business,Widowed,Male,Co-Applicant,Rural,Rented,Apartment,0,37.27,183,17,7.09,2.81,0
285413,2020-03-25,122833,2021-06-13,64536,7.24,69,1,45.92,1,5,3,17,Business,Widowed,Female,Co-Applicant,Rural,Owned,Others,1,29.39,151,15,7.47,0.7,0
595816,2024-08-30,115794,2021-01-26,115051,7.35,70,1,9.18,1,3,3,21,Salary,Widowed,Female,Co-Applicant,Semi-Urban,Company Provided,Others,0,54.76,240,23,6.51,4.63,0
